epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g),state
1544565646351,2018-12-11T17:00:46.351,0.0,-0.366,-0.866,0.252,standing
1544565646351,2018-12-11T17:00:46.351,0.0,-0.371,-0.873,0.254,standing
1544565646351,2018-12-11T17:00:46.351,0.0,-0.369,-0.8740000000000001,0.247,standing
1544565646464,2018-12-11T17:00:46.464,0.113,-0.375,-0.871,0.247,standing
1544565646464,2018-12-11T17:00:46.464,0.113,-0.371,-0.8690000000000001,0.247,standing
1544565646464,2018-12-11T17:00:46.464,0.113,-0.375,-0.872,0.24600000000000002,standing
1544565646588,2018-12-11T17:00:46.588,0.237,-0.373,-0.8690000000000001,0.251,standing
1544565646588,2018-12-11T17:00:46.588,0.237,-0.371,-0.87,0.252,standing
1544565646588,2018-12-11T17:00:46.588,0.237,-0.374,-0.8759999999999999,0.252,standing
1544565646706,2018-12-11T17:00:46.706,0.355,-0.37,-0.878,0.256,standing
1544565646706,2018-12-11T17:00:46.706,0.355,-0.37200000000000005,-0.8759999999999999,0.256,standing
1544565646706,2018-12-11T17:00:46.706,0.355,-0.368,-0.8759999999999999,0.261,standing
1544565646825,2018-12-11T17:00:46.825,0.474,-0.366,-0.872,0.258,standing
1544565646825,2018-12-11T17:00:46.825,0.474,-0.368,-0.871,0.257,standing
1544565646825,2018-12-11T17:00:46.825,0.474,-0.371,-0.872,0.256,standing
1544565646951,2018-12-11T17:00:46.951,0.6,-0.37200000000000005,-0.8759999999999999,0.259,standing
1544565646951,2018-12-11T17:00:46.951,0.6,-0.365,-0.884,0.259,standing
1544565646951,2018-12-11T17:00:46.951,0.6,-0.361,-0.879,0.26,standing
1544565647051,2018-12-11T17:00:47.051,0.7,-0.364,-0.871,0.258,standing
1544565647051,2018-12-11T17:00:47.051,0.7,-0.365,-0.868,0.253,standing
1544565647051,2018-12-11T17:00:47.051,0.7,-0.374,-0.868,0.252,standing
1544565647184,2018-12-11T17:00:47.184,0.833,-0.38,-0.8690000000000001,0.249,standing
1544565647184,2018-12-11T17:00:47.184,0.833,-0.379,-0.877,0.25,standing
1544565647184,2018-12-11T17:00:47.184,0.833,-0.377,-0.879,0.252,standing
1544565647307,2018-12-11T17:00:47.307,0.956,-0.37200000000000005,-0.878,0.253,standing
1544565647307,2018-12-11T17:00:47.307,0.956,-0.368,-0.878,0.256,standing
1544565647307,2018-12-11T17:00:47.307,0.956,-0.364,-0.873,0.257,standing
1544565647432,2018-12-11T17:00:47.432,1.081,-0.36,-0.8740000000000001,0.257,standing
1544565647432,2018-12-11T17:00:47.432,1.081,-0.369,-0.877,0.258,standing
1544565647432,2018-12-11T17:00:47.432,1.081,-0.365,-0.8809999999999999,0.257,standing
1544565647540,2018-12-11T17:00:47.540,1.189,-0.363,-0.879,0.259,standing
1544565647540,2018-12-11T17:00:47.540,1.189,-0.366,-0.878,0.256,standing
1544565647540,2018-12-11T17:00:47.540,1.189,-0.365,-0.877,0.255,standing
1544565647670,2018-12-11T17:00:47.670,1.319,-0.361,-0.873,0.256,standing
1544565647670,2018-12-11T17:00:47.670,1.319,-0.364,-0.875,0.254,standing
1544565647670,2018-12-11T17:00:47.670,1.319,-0.368,-0.8759999999999999,0.253,standing
1544565647782,2018-12-11T17:00:47.782,1.431,-0.369,-0.8740000000000001,0.251,standing
1544565647782,2018-12-11T17:00:47.782,1.431,-0.368,-0.873,0.253,standing
1544565647782,2018-12-11T17:00:47.782,1.431,-0.365,-0.875,0.256,standing
1544565647911,2018-12-11T17:00:47.911,1.56,-0.368,-0.873,0.255,standing
1544565647911,2018-12-11T17:00:47.911,1.56,-0.37,-0.875,0.256,standing
1544565647911,2018-12-11T17:00:47.911,1.56,-0.366,-0.875,0.257,standing
1544565648030,2018-12-11T17:00:48.030,1.679,-0.36700000000000005,-0.875,0.261,standing
1544565648030,2018-12-11T17:00:48.030,1.679,-0.363,-0.8759999999999999,0.261,standing
1544565648030,2018-12-11T17:00:48.030,1.679,-0.368,-0.877,0.26,standing
1544565648151,2018-12-11T17:00:48.151,1.8,-0.369,-0.877,0.262,standing
1544565648151,2018-12-11T17:00:48.151,1.8,-0.36700000000000005,-0.8759999999999999,0.261,standing
1544565648151,2018-12-11T17:00:48.151,1.8,-0.368,-0.875,0.256,standing
1544565648276,2018-12-11T17:00:48.276,1.925,-0.36700000000000005,-0.87,0.255,standing
1544565648276,2018-12-11T17:00:48.276,1.925,-0.366,-0.879,0.254,standing
1544565648276,2018-12-11T17:00:48.276,1.925,-0.368,-0.882,0.251,standing
1544565648400,2018-12-11T17:00:48.400,2.049,-0.365,-0.8690000000000001,0.25,standing
1544565648400,2018-12-11T17:00:48.400,2.049,-0.361,-0.871,0.25,standing
1544565648400,2018-12-11T17:00:48.400,2.049,-0.36200000000000004,-0.8740000000000001,0.251,standing
1544565648534,2018-12-11T17:00:48.534,2.1830000000000003,-0.366,-0.8759999999999999,0.253,standing
1544565648534,2018-12-11T17:00:48.534,2.1830000000000003,-0.366,-0.88,0.256,standing
1544565648534,2018-12-11T17:00:48.534,2.1830000000000003,-0.366,-0.879,0.258,standing
1544565648633,2018-12-11T17:00:48.633,2.282,-0.361,-0.878,0.259,standing
1544565648633,2018-12-11T17:00:48.633,2.282,-0.359,-0.8759999999999999,0.257,standing
1544565648633,2018-12-11T17:00:48.633,2.282,-0.36200000000000004,-0.873,0.259,standing
1544565648758,2018-12-11T17:00:48.758,2.407,-0.363,-0.878,0.258,standing
1544565648758,2018-12-11T17:00:48.758,2.407,-0.36200000000000004,-0.8809999999999999,0.257,standing
1544565648758,2018-12-11T17:00:48.758,2.407,-0.366,-0.8759999999999999,0.255,standing
1544565648908,2018-12-11T17:00:48.908,2.557,-0.365,-0.8759999999999999,0.255,standing
1544565648908,2018-12-11T17:00:48.908,2.557,-0.368,-0.877,0.256,standing
1544565648908,2018-12-11T17:00:48.908,2.557,-0.37,-0.8740000000000001,0.257,standing
1544565649010,2018-12-11T17:00:49.010,2.659,-0.371,-0.875,0.259,standing
1544565649010,2018-12-11T17:00:49.010,2.659,-0.37200000000000005,-0.8809999999999999,0.26,standing
1544565649010,2018-12-11T17:00:49.010,2.659,-0.369,-0.8759999999999999,0.259,standing
1544565649134,2018-12-11T17:00:49.134,2.783,-0.368,-0.8740000000000001,0.257,standing
1544565649134,2018-12-11T17:00:49.134,2.783,-0.36200000000000004,-0.871,0.258,standing
1544565649134,2018-12-11T17:00:49.134,2.783,-0.363,-0.8740000000000001,0.253,standing
1544565649243,2018-12-11T17:00:49.243,2.892,-0.365,-0.8759999999999999,0.252,standing
1544565649243,2018-12-11T17:00:49.243,2.892,-0.366,-0.88,0.249,standing
1544565649243,2018-12-11T17:00:49.243,2.892,-0.366,-0.882,0.25,standing
1544565649392,2018-12-11T17:00:49.392,3.0410000000000004,-0.36200000000000004,-0.8759999999999999,0.249,standing
1544565649392,2018-12-11T17:00:49.392,3.0410000000000004,-0.36200000000000004,-0.8740000000000001,0.25,standing
1544565649392,2018-12-11T17:00:49.392,3.0410000000000004,-0.359,-0.8740000000000001,0.252,standing
1544565649490,2018-12-11T17:00:49.490,3.139,-0.363,-0.879,0.253,standing
1544565649490,2018-12-11T17:00:49.490,3.139,-0.361,-0.877,0.256,standing
1544565649490,2018-12-11T17:00:49.490,3.139,-0.359,-0.8740000000000001,0.255,standing
1544565649614,2018-12-11T17:00:49.614,3.263,-0.36200000000000004,-0.875,0.258,standing
1544565649614,2018-12-11T17:00:49.614,3.263,-0.36,-0.877,0.258,standing
1544565649614,2018-12-11T17:00:49.614,3.263,-0.368,-0.877,0.257,standing
1544565649738,2018-12-11T17:00:49.738,3.387,-0.366,-0.875,0.259,standing
1544565649738,2018-12-11T17:00:49.738,3.387,-0.366,-0.875,0.258,standing
1544565649738,2018-12-11T17:00:49.738,3.387,-0.369,-0.878,0.256,standing
1544565649848,2018-12-11T17:00:49.848,3.497,-0.37200000000000005,-0.8759999999999999,0.254,standing
1544565649848,2018-12-11T17:00:49.848,3.497,-0.371,-0.8759999999999999,0.255,standing
1544565649848,2018-12-11T17:00:49.848,3.497,-0.36700000000000005,-0.879,0.255,standing
1544565649969,2018-12-11T17:00:49.969,3.6180000000000003,-0.36700000000000005,-0.8759999999999999,0.251,standing
1544565649969,2018-12-11T17:00:49.969,3.6180000000000003,-0.364,-0.873,0.252,standing
1544565649969,2018-12-11T17:00:49.969,3.6180000000000003,-0.361,-0.878,0.249,standing
1544565650096,2018-12-11T17:00:50.096,3.745,-0.36200000000000004,-0.877,0.254,standing
1544565650096,2018-12-11T17:00:50.096,3.745,-0.36,-0.87,0.254,standing
1544565650096,2018-12-11T17:00:50.096,3.745,-0.361,-0.8759999999999999,0.254,standing
1544565650222,2018-12-11T17:00:50.222,3.8710000000000004,-0.365,-0.878,0.254,standing
1544565650222,2018-12-11T17:00:50.222,3.8710000000000004,-0.371,-0.878,0.255,standing
1544565650222,2018-12-11T17:00:50.222,3.8710000000000004,-0.365,-0.877,0.26,standing
1544565650327,2018-12-11T17:00:50.327,3.9760000000000004,-0.365,-0.875,0.258,standing
1544565650327,2018-12-11T17:00:50.327,3.9760000000000004,-0.368,-0.878,0.257,standing
1544565650327,2018-12-11T17:00:50.327,3.9760000000000004,-0.366,-0.878,0.254,standing
1544565650461,2018-12-11T17:00:50.461,4.11,-0.369,-0.879,0.254,standing
1544565650461,2018-12-11T17:00:50.461,4.11,-0.36700000000000005,-0.8759999999999999,0.252,standing
1544565650461,2018-12-11T17:00:50.461,4.11,-0.363,-0.878,0.25,standing
1544565650583,2018-12-11T17:00:50.583,4.232,-0.361,-0.8759999999999999,0.252,standing
1544565650583,2018-12-11T17:00:50.583,4.232,-0.366,-0.88,0.252,standing
1544565650583,2018-12-11T17:00:50.583,4.232,-0.364,-0.873,0.256,standing
1544565650732,2018-12-11T17:00:50.732,4.381,-0.361,-0.8740000000000001,0.256,standing
